created_at,repostsnum,proPic,column1,text,original_url,description,comments_count,column,praises_count,source_host,screen_name,floor
2017-1-22 6:1:5,0,,twitter,"To travel is to eat. Have you ever had any of these Chengdu specialty Chinese dishes before??
#travel #chinahttps://sublimechina.com/must-try-dishes-when-visiting-chengdu/ …",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,SublimeChina,0,成都旅游,0,旅游,Sublime China,425
2017-1-22 9:8:0,1,"['https://pbs.twimg.com/media/C2vKgwEVIAALQ3L.jpg', 'https://pbs.twimg.com/media/C2vKgxoUoAAXz-8.jpg', 'https://pbs.twimg.com/media/C2vKgwEUUAAfXUB.jpg']",twitter,"Cute Panda cubs born in Chengdu Panda Base in 2016 made their show
together to welcome Chinese New Year. 
#ChengduPandaBase #ChineseNewYearpic.twitter.com/p2GHDoPJ8C",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,tcg_travel,0,成都旅游,2,旅游,TravelChinaGuide.com,424
2017-1-22 18:5:13,0,,twitter,"Food in #Chengdu is great & well hidden, it deserves the name of culinary wonder http://buff.ly/2imdUuQ  #sichuan via @orientex_travel",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,backroadplanet,0,成都旅游,1,旅游,Howard Blount,423
2017-1-23 5:15:42,0,['https://pbs.twimg.com/media/C2ze9rVXgAEyHZt.jpg'],twitter,Please RT? #travel #traveller Why Chengdu should be your first stop in China &#124; By Katie Lotz http://bit.ly/2iwxjwY pic.twitter.com/D8XvEcCPZD,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,PfctTrvl,0,成都旅游,1,旅游,Perfect Travel,422
2017-1-24 5:20:27,0,,twitter,The wonderful & charming Pandas of Chengdu! https://goo.gl/jHpNOE  #travel #china #panda via @Travel_Explore1,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,backroadplanet,0,成都旅游,0,旅游,Howard Blount,421
2017-1-24 10:48:5,11,['https://pbs.twimg.com/media/C250oYiXcAEw0KN.jpg'],twitter,The Tibetan #Overland Route From Shangri La To Chengdu - http://www.nomadasaurus.com/the-tibetan-overland-route-from-shangri-la-to-chengdu/ …  @NOMADasaurus #china #travel pic.twitter.com/vsOQq6bBzG,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,NOMADasaurus,0,成都旅游,22,旅游,Alesha & Jarryd,420
2017-1-24 11:9:3,0,,twitter,"Last year #chinesenewyear #tet #asia #travel #travelphotography #china @ Chengdu, China https://www.instagram.com/p/BPoalEcgDXw/",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,worldsurfnz11,0,成都旅游,0,旅游,travellingsurfer,419
2017-1-24 11:36:9,0,['https://pbs.twimg.com/media/C25_oemUAAA0LxH.jpg'],twitter,Hotel Crowne Plaza Chengdu Panda Garden - Chengdu https://goo.gl/TNyY0X  #HotelDirect info: #Travel by @twloungepic.twitter.com/URiFPOoOPG,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,twlounge,0,成都旅游,0,旅游,TravelWriter'sLounge,418
2017-1-24 12:28:49,1,['https://pbs.twimg.com/media/C26LsDMUcAABnyv.jpg'],twitter,Hotel Sofitel Chengdu Taihe - Chengdu https://goo.gl/rJs1Hq  #HotelDirect info: #Travel by @twloungepic.twitter.com/LSkXG96y7C,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,twlounge,0,成都旅游,0,旅游,TravelWriter'sLounge,417
2017-1-24 13:27:17,1,['https://pbs.twimg.com/media/C26ZEWGWQAEhMmd.jpg'],twitter,RT @twlounge: Hotel Sofitel Chengdu Taihe - Chengdu http://lnkplg.co/l6Ljq  #HotelDirect info: #Travel by @twloungepic.twitter.com/8pscSLXWup,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,exploretravel1,0,成都旅游,0,旅游,ExploreTraveler,416
2017-1-24 16:45:19,0,['https://pbs.twimg.com/media/C27GZYxVQAEQUxP.jpg'],twitter,Hotel Ascott Raffles City - Chengdu https://goo.gl/8Bb7gB  #HotelDirect info: #Travel by @twloungepic.twitter.com/zTZgQBPOy3,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,twlounge,0,成都旅游,0,旅游,TravelWriter'sLounge,415
2017-1-25 0:24:16,0,,twitter,Chengdu Week Lands at Madrid as Spring Festival Goes Global http://prn.to/2j14KYt  #Travel #1800Vacations,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,1800Vacations,0,成都旅游,0,旅游,1800Vacations,414
2017-1-25 2:10:21,0,['https://pbs.twimg.com/media/C29HuHZVIAAi2-d.jpg'],twitter,Lucky travel in #Chengdu #GrandDorsettChengdu starting at 418.18 http://getluckyhotels.com/hotel/1209923/grand-dorsett-chengdu?source=TDCN …pic.twitter.com/cDmLIvMLWQ,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,LuckyCNhotels,0,成都旅游,0,旅游,China Hotels,413
2017-1-25 11:9:5,0,['https://pbs.twimg.com/media/C2_DBC9UoAAJcfs.jpg'],twitter,"China ChengDu Photo with Panda
ChengDu WestChinaGo Travel Service
http://www.westchinago.com 
info@westchinago.compic.twitter.com/v4kS3OaNR9",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,westchinago,0,成都旅游,0,旅游,WestChinaGo,412
2017-1-25 11:10:20,0,"['https://pbs.twimg.com/media/C2_DSJpVQAAZmrZ.jpg', 'https://pbs.twimg.com/media/C2_DTEgVIAInIZ8.jpg']",twitter,"China ChengDu Panda
ChengDu WestChinaGo Travel Service
http://www.westchinago.com 
info@westchinago.compic.twitter.com/gbSGNtRWIO",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,westchinago,0,成都旅游,0,旅游,WestChinaGo,411
2017-1-25 11:11:8,0,['https://pbs.twimg.com/media/C2_De_ZVQAUT2VJ.jpg'],twitter,"China ChengDu Panda
ChengDu WestChinaGo Travel Service
http://www.westchinago.com 
info@westchinago.compic.twitter.com/qrHzQlBfVH",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,westchinago,0,成都旅游,0,旅游,WestChinaGo,410
2017-1-25 11:12:5,0,"['https://pbs.twimg.com/media/C2_DtAdUUAAPd0w.jpg', 'https://pbs.twimg.com/media/C2_DtAfUQAA8UeT.jpg', 'https://pbs.twimg.com/media/C2_DtAdVQAAjVn3.jpg']",twitter,"China ChengDu Baby Panda
ChengDu WestChinaGo Travel Service
http://www.westchinago.com 
info@westchinago.compic.twitter.com/JGImY27WkQ",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,westchinago,0,成都旅游,1,旅游,WestChinaGo,409
2017-1-26 6:10:7,0,,twitter,Travel in #Chengdu #SheratonLidoChengdu starting at 627.00 http://getluckyhotels.com/hotel/644159/sheraton-lido-chengdu?source=TDCN …,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,LuckyCNhotels,0,成都旅游,0,旅游,China Hotels,408
2017-1-26 8:30:32,2,['https://pbs.twimg.com/media/C3DoURPVYAErgCy.jpg'],twitter,"Day time #activities in #beautiful Wenshu #Monastery, #Chengdu , #China. #Travel to see it all with us. #m_i_chinatravel #chinesetemplepic.twitter.com/LKErKlX8qr",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,m_i_chinatravel,0,成都旅游,7,旅游,Made in China Travel,407
2017-1-26 14:18:54,0,,twitter,"Theme Park Review: Happy Valley Chengdu, China http://www.aussieontheroad.com/happy-valley-chengdu/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #china2 #sichuan #themeparkreview #travel #ttot #bucketlist",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,aussieontheroad,1,成都旅游,0,旅游,Aussie on the Road,406
2017-1-26 17:21:15,0,['https://pbs.twimg.com/media/C3FhzCxVUAAyyv0.jpg'],twitter,Chengdu Minyoun Royal Hotel - Chengdu https://goo.gl/7Osnb5  #HotelDirect info: #Travel by @twloungepic.twitter.com/fBCVchS6ZM,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,twlounge,0,成都旅游,0,旅游,TravelWriter'sLounge,405
2017-1-26 18:6:43,0,['https://pbs.twimg.com/media/C3FsMWpUYAASCHj.jpg'],twitter,NEWS: Exciting February Celebrations in the Temple House. #Chengdu #China #Travel http://www.justchengdu.com/exciting-february-celebrations-temple-house/801 …pic.twitter.com/GAYl3Lg54b,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,justchengdu,0,成都旅游,0,旅游,Just Chengdu,404
2017-1-26 23:56:26,0,,twitter,Chengdu Week aterriza en Madrid al tiempo que el Spring Festival se hace mundial http://prn.to/2jj5wLI  #Travel #1800Vacations,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,1800Vacations,0,成都旅游,0,旅游,1800Vacations,403
2017-1-27 1:26:58,1,['https://pbs.twimg.com/media/C3HQ-BQXUAIj-vH.jpg'],twitter,Chengdu capital of Sichuan province in China! http://bit.ly/28SzDXg   #luxury #travel #Chengdu #Chinapic.twitter.com/WSaBfZm0Dx,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,BonVoyageurs,0,成都旅游,2,旅游,BonVoyageurs,402
2017-1-27 10:29:5,0,['https://pbs.twimg.com/media/C3JNDXKVUAE992H.jpg'],twitter,ACME Hotel - Chengdu https://goo.gl/E7o5L4  #HotelDirect info: #Travel by @twloungepic.twitter.com/mW6NiNVyD6,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,twlounge,0,成都旅游,0,旅游,TravelWriter'sLounge,401
2017-1-28 0:50:19,0,['https://pbs.twimg.com/media/C3MSLEIUEAAqUk2.jpg'],twitter,Travel in #Chengdu #TibetHotelChengdu starting at 390.25 http://getluckyhotels.com/hotel/683092/tibet-hotel-chengdu?source=TDCN …pic.twitter.com/Cz9OVNDwvW,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,LuckyCNhotels,0,成都旅游,1,旅游,China Hotels,400
2017-1-28 3:56:25,0,,twitter,While DrBen collects #red #envellopes see CHENGDU #CHINA TRAVEL VLOG | Backpacking Asia | Mireille Mali http://ln.is/www.youtube.com/mqYZ3 … via @YouTube,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,AsiaReportcom,0,成都旅游,0,旅游,'DrBen',399
2017-1-30 0:33:40,0,,twitter,"Buzzy, newly accessible destinations, from the Canadian Arctic to Chengdu, China http://ln.is/www.wsj.com/articles/Q4edJ … via @WSJ #Travel",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,Trazlersgal,0,成都旅游,0,旅游,Janice Dash,398
2017-1-30 4:25:45,0,,twitter,where's somewhere u wanna travel to :0 — chengdu i want to live there one day  https://curiouscat.me/seohyelin/post/92825752?t=1485721545 …,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,yoojungest,0,成都旅游,0,旅游,m,397
2017-1-30 11:59:3,1,,twitter,"Time to travel! Your bot found a great deal to: Chengdu. You got it just ZAR6838.23, #CapeTown #prettycheap #Cannes",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelbot_ix,0,成都旅游,0,旅游,TravelBot,396
2017-1-30 18:34:44,0,['https://pbs.twimg.com/media/C3aY-l9WcAEA5mF.jpg'],twitter,New post (China Street Food - Chengdu Snacks Compilation) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/china-street-food-chengdu-snacks-compilation/ …pic.twitter.com/pLfNEMir97,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,395
2017-1-31 4:2:32,0,,twitter,"To #travel is to eat. Check out the best food from the panda city of #Chengdu!
#china
https://www.chinatouradvisors.com/blog/Mouthwatering-Snacks-in-Chengdu---Part-1-3107.html …",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,chinatourinfo,0,成都旅游,0,旅游,China Tour Advisors,394
2017-1-31 4:2:38,0,,twitter,"To #travel is to eat. Check out the best food from the panda city of #Chengdu!
#china... http://fb.me/608SnaPoG",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,tourdechinacn,0,成都旅游,0,旅游,ChinaTourAdvisors,393
2017-1-31 8:34:12,0,['https://pbs.twimg.com/media/C3dZHfBWIAciHnG.jpg'],twitter,"New post (Tibetan Quarters | This is Chengdu, China) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/tibetan-quarters-this-is-chengdu-china/ …pic.twitter.com/CUtX0PA8lz",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,392
2017-1-31 15:26:3,0,['https://pbs.twimg.com/media/C3e3YeOWcAA4XR8.jpg'],twitter,New post (Eating A Plump Imported Thai Durian in Chengdu | My Weekly Addiction) has been published on Travel ... - http://www.travelmeetsmunchies.com/eating-a-plump-imported-thai-durian-in-chengdu-my-weekly-addiction/ …pic.twitter.com/0Tlm87SNeT,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,391
2017-1-31 22:23:8,0,['https://pbs.twimg.com/media/C3gW2LsWYAA0O0J.jpg'],twitter,New post (Chengdu food：Long Chao Shou and Dandan noodle) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/chengdu-food%ef%bc%9along-chao-shou-and-dandan-noodle/ …pic.twitter.com/Nss7acVW8f,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,390
2017-2-1 5:16:42,0,['https://pbs.twimg.com/media/C3h1gAfWQAECUkp.jpg'],twitter,New post (Chengdu City Live Seafood For Sale-STAC Study Tour) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/chengdu-city-live-seafood-for-sale-stac-study-tour/ …pic.twitter.com/rKHRQtJrzY,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,389
2017-2-1 7:40:27,0,,twitter,"#chengdu #china #road #city #travel #hotel #view #cross @ Chengdu, China https://www.instagram.com/p/BP8pEOEAhXv/",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,et8071,0,成都旅游,1,旅游,Stanley Wong,388
2017-2-1 7:42:47,0,,twitter,#chengdu #china #panda #real #people #crazy #bamboo #eating #breakfast #morning #holiday #travel… https://www.instagram.com/p/BP8pVWOAT3F/,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,et8071,0,成都旅游,0,旅游,Stanley Wong,387
2017-2-1 7:47:37,0,,twitter,"#chengdu #china #tower #night #travel @ Chengdu, China https://www.instagram.com/p/BP8p4srgbHM/",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,et8071,0,成都旅游,0,旅游,Stanley Wong,386
2017-2-1 7:48:9,0,,twitter,"#chengdu #china #tree #travel @ Chengdu, China https://www.instagram.com/p/BP8p8jng3cE/",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,et8071,0,成都旅游,0,旅游,Stanley Wong,385
2017-2-1 10:9:2,2,['https://pbs.twimg.com/media/C3i4aSFWQAEyKMh.jpg'],twitter,"Buzzy, Newly Accessible Destinations, From the Canadian Arctic to Chengdu, China @WSJ #Travel #World #TravelTuesday http://buff.ly/2kKqNmQ pic.twitter.com/RV135t4P5d",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,mortgagebyjuanh,0,成都旅游,2,旅游,Juan Hernandez,384
2017-2-1 12:10:5,0,,twitter,.@accor opens its 200th Greater China property in #Chengdu #businesstravel #travel #Fairmonthttp://bit.ly/2kpwYLW,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,BTAsiaPacific,0,成都旅游,0,旅游,BT Asia-Pacific,383
2017-2-1 12:22:20,0,['https://pbs.twimg.com/media/C3jW7FhXAAAOHZr.jpg'],twitter,New post (Chengdu: Who Knew? A Snap Your Own Adventure Story - Part 3) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/chengdu-who-knew-a-snap-your-own-adventure-story-part-3/ …pic.twitter.com/uAcDoFHVKa,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,382
2017-2-1 15:23:20,0,['https://pbs.twimg.com/media/C3kAWgrW8AAtBeJ.jpg'],twitter,"New post (My Trip To... Chengdu, China! | Part 1 | flylifeDanni) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/my-trip-to-chengdu-china-part-1-flylifedanni/ …pic.twitter.com/oVWJexodPm",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,381
2017-2-1 19:50:17,0,['https://pbs.twimg.com/media/C3k9c6MWQAAk8uS.jpg'],twitter,"New post (Chengdu, What To Do? Fun At People's Park!) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/chengdu-what-to-do-fun-at-peoples-park/ …pic.twitter.com/c69gnyb54E",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,380
2017-2-1 21:50:49,0,['https://pbs.twimg.com/media/C3lZCdtXUAAoRin.jpg'],twitter,Please RT? #travel #traveller Why Chengdu should be your first stop in China &#124; By Katie Lotz http://tinyurl.com/zoyg2zc pic.twitter.com/VtPmj1L9PY,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,MyMytravels,0,成都旅游,1,旅游,Travel Magazine,379
2017-2-2 3:2:1,0,['https://pbs.twimg.com/media/C3mgQ_9WAAAF90w.jpg'],twitter,New post (Street Food in Chengdu - Food in China) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/street-food-in-chengdu-food-in-china/ …pic.twitter.com/WynjvzphKU,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,378
2017-2-2 9:57:42,1,['https://pbs.twimg.com/media/C3n_aL7W8AEU3G8.jpg'],twitter,New post (Chengdu Hot Pot - Sichuan Hot Pot － 成都火锅) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/chengdu-hot-pot-sichuan-hot-pot-%ef%bc%8d-%e6%88%90%e9%83%bd%e7%81%ab%e9%94%85/ …pic.twitter.com/yMxf8eJ3Ue,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,1,旅游,travel meets munchie,377
2017-2-2 13:14:32,0,['https://pbs.twimg.com/media/C3osdiuWYAAEBlz.jpg'],twitter,Mao over Chengdu #photography #Pics #Travel pic.twitter.com/M4NZidLeAO,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,Pics500px,0,成都旅游,0,旅游,Pics,376
2017-2-2 13:16:8,2,['https://pbs.twimg.com/media/C3os06TXUAEd7uM.jpg'],twitter,Mao over Chengdu http://top10travel.online  - NicoSirkas #travelphotography #travel # Travel pic.twitter.com/D4kR2Flat0,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,AscorpTravel,0,成都旅游,2,旅游,Ascorp Travel,375
2017-2-2 13:41:8,1,['https://pbs.twimg.com/media/C3oubpoXUAI1VmH.jpg'],twitter,#travel #photography #photooftheday #travelphotography : Mao over Chengdu by NicoSirkas pic.twitter.com/rMkQQylJGh,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,naikyk,0,成都旅游,0,旅游,Karishma Naik,374
2017-2-2 13:41:31,1,['https://pbs.twimg.com/media/C3oubpoXUAI1VmH.jpg'],twitter,#travel #photography #photooftheday #travelphotography : Mao over Chengdu by NicoSirkas pic.twitter.com/5dBXm9sShs,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,Madtraveller2,0,成都旅游,0,旅游,Madtraveller,373
2017-2-3 3:17:25,0,['https://pbs.twimg.com/media/C3rtXxPUMAEcAov.jpg'],twitter,Our owner @DavidShultz is enjoying Chengdu China visiting our clients! So far he's having fun! #safetravels #china #chengdu #travel pic.twitter.com/r6E6VXJwP6,https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,MktShareConsult,0,成都旅游,0,旅游,Market Share Consult,372
2017-2-3 15:25:41,0,['https://pbs.twimg.com/media/C3uUEd2XAAAszZc.jpg'],twitter,"New post (Jinli Street Food, Chengdu China - DM Life) has been published on Travel Meets Munchies - http://www.travelmeetsmunchies.com/jinli-street-food-chengdu-china-dm-life/ …pic.twitter.com/ioTLxvYgVD",https://twitter.com/search?f=tweets&vertical=default&q=chengdu%20travel&src=typd,travelmeetsmunc,0,成都旅游,0,旅游,travel meets munchie,371
